"","algo2","target","algo1","timestamp","global_number","choosen_algo"
"1","hutchinson","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability",2020-05-22 12:13:44,5,0
"2","roman_diss","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability_onlyh",2020-05-22 12:14:19,9,0
"3","tiv_beatwise","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability_onlyh",2020-05-22 12:14:27,10,0
"4","tiv_framewise","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability_onlyh",2020-05-22 12:14:35,11,0
"5","tiv_whole","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability_onlyh",2020-05-22 12:14:41,12,0
"6","hutchinson","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability_onlyh",2020-05-22 12:14:49,13,0
"7","p_harmon","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","mashability_onlyh",2020-05-22 12:14:55,14,0
"8","e_dissonance","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","roman_diss",2020-05-22 14:48:51,22,0
"9","e_dissonance","140-l-0159051-0190162-minor2go-minor2go-type-guitar-alynia","hutchinson",2020-05-22 23:48:46,40,0
"10","mashability_onlyh","140-l-0173158-0154547-cmk-hard-piano-140b","mashability",2020-05-22 23:51:03,45,0
"11","hutchinson","140-l-0173158-0154547-cmk-hard-piano-140b","mashability",2020-05-23 15:19:04,50,0
"12","inharmonicity","140-l-0173158-0154547-cmk-hard-piano-140b","mashability",2020-05-23 15:20:21,53,0
"13","p_harmon","140-l-0173158-0154547-cmk-hard-piano-140b","mashability_onlyh",2020-05-23 15:28:30,59,0
"14","inharmonicity","140-l-0173158-0154547-cmk-hard-piano-140b","mashability_onlyh",2020-05-23 15:29:09,61,0
"15","tiv_whole","140-l-0173158-0154547-cmk-hard-piano-140b","roman_diss",2020-05-24 11:03:52,64,0
"16","hutchinson","140-l-0173158-0154547-cmk-hard-piano-140b","roman_diss",2020-05-24 11:04:14,65,0
"17","tiv_whole","140-l-0173158-0154547-cmk-hard-piano-140b","tiv_beatwise",2020-05-24 11:06:10,70,0
"18","hutchinson","140-l-0173158-0154547-cmk-hard-piano-140b","tiv_framewise",2020-05-24 11:07:22,76,0
"19","mashability_onlyh","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 06:05:19,90,0
"20","p_harmon","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 08:25:49,96,0
"21","p_harmon","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 08:26:12,96,0
"22","p_harmon","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability",2020-05-26 08:25:53,96,0
"23","tiv_framewise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","mashability_onlyh",2020-05-26 09:24:48,101,0
"24","tiv_beatwise","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:27:45,107,0
"25","tiv_whole","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:32:03,109,0
"26","e_dissonance","140-l-0321618-0117600-dj4kat-susurri-synth-loo","roman_diss",2020-05-26 09:32:35,112,0
"27","e_dissonance","140-l-0321618-0117600-dj4kat-susurri-synth-loo","tiv_beatwise",2020-05-26 09:33:55,118,0
"28","tiv_framewise","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 12:24:17,138,0
"29","e_dissonance","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","mashability",2020-05-26 10:29:08,142,0
"30","hutchinson","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","roman_diss",2020-05-26 11:20:24,155,0
"31","inharmonicity","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","roman_diss",2020-05-26 11:21:35,158,0
"32","tiv_whole","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","tiv_framewise",2020-05-26 12:01:14,165,0
"33","e_dissonance","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","hutchinson",2020-05-26 12:06:56,175,0
"34","e_dissonance","140-l-0340535-0144544-piano-chord-progression-for-edm-or-dubste","p_harmon",2020-05-26 12:07:44,177,0
"35","tiv_whole","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:30:40,199,0
"36","hutchinson","140-l-0345547-0055403-cufool-air-synth","roman_diss",2020-05-26 12:31:04,200,0
"37","hutchinson","140-l-0345547-0055403-cufool-air-synth","tiv_framewise",2020-05-26 12:34:09,211,0
"38","p_harmon","140-l-0345547-0055403-cufool-air-synth","tiv_framewise",2020-05-26 12:34:19,212,0
"39","p_harmon","140-l-0345547-0055403-cufool-air-synth","hutchinson",2020-05-26 12:36:53,219,0
"40","mashability_onlyh","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability",2020-05-26 13:19:20,225,0
"41","tiv_beatwise","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability",2020-05-26 13:20:37,227,0
"42","tiv_whole","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability",2020-05-26 13:21:39,229,0
"43","p_harmon","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability",2020-05-26 13:22:42,231,0
"44","tiv_framewise","140-l-0420981-0051273-zatch-trance-pad-2-edit","mashability_onlyh",2020-05-26 13:28:17,236,0
"45","hutchinson","140-l-0420981-0051273-zatch-trance-pad-2-edit","roman_diss",2020-05-26 13:56:48,245,0
"46","e_dissonance","140-l-0420981-0051273-zatch-trance-pad-2-edit","roman_diss",2020-05-26 13:58:00,247,0
"47","inharmonicity","140-l-0420981-0051273-zatch-trance-pad-2-edit","roman_diss",2020-05-26 13:58:24,248,0
"48","hutchinson","140-l-0420981-0051273-zatch-trance-pad-2-edit","tiv_beatwise",2020-05-26 14:00:05,251,0
"49","hutchinson","140-l-0420981-0051273-zatch-trance-pad-2-edit","tiv_whole",2020-05-26 14:11:02,260,0
"50","mashability_onlyh","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:22:45,270,0
"51","roman_diss","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:23:09,271,0
"52","tiv_whole","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability",2020-05-26 14:26:50,274,0
"53","tiv_whole","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-26 14:28:59,282,0
"54","tiv_whole","140-l-0643834-0056295-xray731-trap-muzik-ar","mashability_onlyh",2020-05-30 23:30:38,282,0
"55","p_harmon","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_beatwise",2020-05-30 09:34:51,297,0
"56","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_beatwise",2020-05-30 09:34:41,298,0
"57","tiv_whole","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-30 09:34:19,300,0
"58","p_harmon","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-30 09:33:49,302,0
"59","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","tiv_framewise",2020-05-30 09:33:39,303,0
"60","e_dissonance","140-l-0643834-0056295-xray731-trap-muzik-ar","p_harmon",2020-05-26 15:26:10,312,0
"61","mashability_onlyh","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-26 15:27:15,315,0
"62","mashability_onlyh","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-29 09:06:51,315,0
"63","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability",2020-05-29 09:05:43,319,0
"64","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-28 09:24:59,326,0
"65","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-28 09:24:52,327,0
"66","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-28 09:24:40,328,0
"67","p_harmon","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-28 09:24:32,329,0
"68","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-28 09:24:24,330,0
"69","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","mashability_onlyh",2020-05-28 09:24:09,331,0
"70","tiv_beatwise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-26 15:43:09,332,0
"71","tiv_beatwise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:23:54,332,0
"72","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:23:45,333,0
"73","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:23:30,334,0
"74","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-26 15:44:15,335,0
"75","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:23:13,335,0
"76","p_harmon","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:22:58,336,0
"77","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-26 15:44:51,337,0
"78","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:22:47,337,0
"79","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","roman_diss",2020-05-28 09:22:30,338,0
"80","tiv_framewise","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-28 09:22:08,339,0
"81","tiv_whole","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-28 09:21:52,340,0
"82","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_beatwise",2020-05-27 18:12:39,344,0
"83","hutchinson","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_framewise",2020-05-26 16:15:05,346,0
"84","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_framewise",2020-05-26 16:16:00,348,0
"85","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","tiv_whole",2020-05-26 16:17:58,353,0
"86","e_dissonance","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","p_harmon",2020-05-27 15:45:17,357,0
"87","inharmonicity","140-l-0857244-0070940-rojo95-lights-remix-vocal-2","e_dissonance",2020-05-26 16:25:22,359,0
"88","roman_diss","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 16:30:11,369,0
"89","roman_diss","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 13:28:41,369,0
"90","tiv_framewise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 13:27:27,371,0
"91","tiv_framewise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 20:06:25,371,0
"92","hutchinson","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 20:07:19,373,0
"93","hutchinson","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-27 13:26:13,373,0
"94","e_dissonance","140-l-0920952-0134130-bass-never-turn-back-akaleboss","mashability_onlyh",2020-05-26 20:08:20,375,0
"95","tiv_framewise","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:35:14,378,0
"96","hutchinson","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-26 21:34:15,380,0
"97","hutchinson","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:34:44,380,0
"98","e_dissonance","140-l-0920952-0134130-bass-never-turn-back-akaleboss","roman_diss",2020-05-27 12:34:22,382,0
"99","tiv_whole","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_beatwise",2020-05-27 12:33:11,385,0
"100","inharmonicity","140-l-0920952-0134130-bass-never-turn-back-akaleboss","tiv_beatwise",2020-05-27 12:31:43,389,0
